x,y
-55.601365782052106,2547.648326067092
74.14646123547527,5803.114349446925
-58.65616893211472,2864.0928463167215
83.72218158758432,7324.122722722329
-2.317762241034174,-1.2451222865242566
22.348772580529143,649.7388459275261
53.18157129606311,3101.0668946858214
3.683597574588646,45.45195508194667
-40.63989968475561,1290.6742216616387
-62.455754267749676,3274.7003431216885
-83.85174624702503,6110.278157397261
47.688059239794,2533.1414092677587
-11.738155420809377,51.90175322099306
-68.33802645746977,3965.147395941758
75.98740624025578,6081.188790321072
-45.18270760155507,1623.842768573526
-17.15299618378974,164.89834116778496
-40.784013453270404,1297.872609250552
25.757581775896668,832.7226475787903
15.967562037909005,365.5172806464519
19.985839324997514,532.1922040865873
-46.83617649289855,1760.4105458509432
-43.06282387172724,1456.9585745794166
-49.2823588452425,1965.4471615041837
-34.48721046225319,885.396645317818
-71.16713986931592,4323.370203773842
-66.87742775974647,3788.2475008878264
92.78610581358836,8913.020020224349
92.04534305713875,8780.80778884621
-62.31706888081297,3259.4779877517485
-95.13868767410261,7958.932177173341
-59.08889072400987,2913.220819871627
39.96872282531149,1826.8988050189962
55.90291711110595,3401.470793550309
-95.4133815121837,8003.271319904511
15.532571625951206,351.74000004215253
-99.67156545679094,8771.079509158186
3.094522381078704,38.137727961554695
27.959035226171423,963.7986387420592
97.12488056083777,9734.038061319043
-48.18048071777885,1871.2671097587606
60.49937705257403,3948.5832890418446
74.09661740029662,5796.703720765101
84.54992278913397,7455.116339140564
-99.55715749351128,8741.754325143169
-6.102325648484538,-2.23847190273055
96.2937475212021,9575.517883920094
-20.211039219429907,248.6083048173828
62.746495517383636,4229.952224219692
9.291299594495555,154.60115176668424
54.1708174280449,3209.3832222209435
-3.0137850023083956,-8.433648120999608
-94.17768726545646,7791.932427100336
-82.69486231955898,5929.4032287558775
-77.70923752439533,5201.102433626397
-49.750977661890474,2005.818947110195
92.983058505273,8951.503542773755
26.353210547549082,867.5749320045592
63.33204052307238,4303.365487584321
13.21639921855126,270.702383964097
27.071241116378616,906.3305841959915
62.380478236082126,4185.512582202826
85.33652304877486,7592.481280571606
82.52535274075663,7120.437925981842
64.9621440877051,4515.439552646477
-81.15945356453547,5703.615419412462
-27.790316307238186,541.5372524439683
-92.89819364793395,7570.732409106951
9.271669708161383,156.39758003693743
59.22854417120084,3794.7352597124545
-89.77143937973058,7050.426721739976
-62.26645284137842,3256.6665421902753
-26.904446417567044,497.87086788664186
-51.14182660841833,2126.535826525814
59.01749458420639,3769.4468738575843
-29.581012846726296,625.9519659220707
27.775536412073066,949.9486732249976
-1.3169896206480587,-0.3011491538305838
16.69994874401131,398.5945512128618
87.85987039297032,8034.674826640197
88.70801640317592,8178.819708594111
-77.66151456328572,5198.404063000337
68.71099322204475,5019.298229775025
-30.79436964880952,687.9193047156907
-79.83454542747097,5510.805352245436
-23.31818678657696,353.8411450876462
2.0709594678495904,20.923708222516456
92.22061639302598,8813.702393044223
-25.697476934398537,449.4565515359917
-97.52611767992848,8377.896529655285
71.94137739763832,5481.907742147841
-77.77785009192695,5216.932131248556
-4.332191202643003,-9.23310502366004
69.99600647723872,5202.927452134617
2.9475934001358155,33.153024830238905
-10.678434415537353,39.72786661371705
60.09528415011394,3900.639356019139
-95.92172431036987,8090.536495053883
14.52372976155985,313.84332279801083
-17.723276844124698,180.6361783502942
97.0273595391609,9716.696375847901
60.280306082214025,3923.098286842537
-89.20757957097064,6956.064061729563
-61.90444530889947,3213.148115740006
-9.516230836604905,24.408422606448752
40.58841542359565,1877.9490289508553
-33.59037009286452,838.6619731919378
-28.00336096573848,549.3665521917887
84.29411319183541,7412.746132922263
90.72610114546941,8543.342058237862
-18.462854264571277,196.26718530278387
79.71423097694466,6662.340348624649
-33.94934960809874,862.9856897288938
-83.45228618400247,6043.130641194497
5.343513091718279,69.57650467374009
32.16887819167707,1230.088330714409
78.59685887105968,6486.325032757658
93.03150940286812,8963.476769000641
53.98653537826294,3186.7932736636876
51.819823657865186,2952.042643931635
42.00980947088769,2001.2602432759993
40.31056651627446,1853.042551532593
53.46627622355669,3130.238464902258
94.86989577712879,9302.785078545474
-25.257096520806144,430.80645982644745
-83.38911139231102,6039.124983951625
-52.07191207755501,2215.2123996192436
-55.703447991400964,2557.8640868751268
-27.280040639178793,522.2887186430695
62.06284642247036,4143.453748159237
-87.98076602673004,6754.217762965422
-10.051288420688792,28.914908402829216
62.63410549666898,4221.472871418966
-47.15232509187024,1787.4038925553436
-87.31980360532627,6650.70357567295
-51.57846554881302,2175.09798594922
-82.98590764995689,5974.312183884932
61.555487069470416,4083.983725388863
-65.94998487238357,3678.907257193936
-60.93107488751226,3108.9993270715777
62.92840231157206,4253.503187546894
62.05710583649912,4143.133013703944
17.874775646748503,440.31754951799155
82.94686802349241,7191.648903566372
-88.03567264907308,6760.402920081795
92.99932805406647,8956.076057489254
14.195043371161148,302.49860542490194
-39.496377499921145,1208.4089307528545
65.14116529967012,4539.017011762627
31.883456070664238,1214.1479555062162
97.30028828067918,9766.333139153725
-78.50209328498022,5318.348458787266
16.183705526679077,374.0396046800256
-5.434368988542644,-5.198965934487597
30.454157197540127,1113.4999331882573
-51.62818918051417,2176.262976505937
-93.77398731631878,7714.289228005602
8.846470549237154,143.74388034283132
-27.057964241522996,510.41651767038644
78.46665505970213,6464.410208082095
-8.13088104827115,9.747333519505048
-16.269179992620096,141.0895514881942
26.58110815819343,878.7806004097977
5.435766589312436,75.88023793212278
92.24222803482306,8813.261461977594
57.80202291124874,3627.1590625311305
-0.6608981754810941,1.913313439577549
-57.771799821152435,2768.825752507434
20.796828219256724,572.662097540397
49.715162110963576,2735.048612359438
51.17276625212284,2890.210060256228
98.70080158653346,10038.275148646304
-56.300443731980224,2618.9634365314705
-14.872533293002661,113.99913293478869
-15.230079438955471,120.85298393552682
-36.27071246353373,996.6741459908345
-26.93339621311938,501.9336431852703
-4.411737979088713,-6.713299164636435
8.418081815401692,135.0537745710013
-46.95395067464041,1768.4860532651453
-73.12725442952828,4579.270201419106
-39.62278045345402,1212.316939645769
-72.70398123574498,4523.115532376267
-36.459959329482075,1008.5069050624459
35.836536174218196,1497.6322320840986
20.26823117907766,545.0113455769513
99.44509331258439,10191.446217201277
12.182917962030388,240.42859536873587
9.745239418636189,171.59075844699936
28.46990803104444,993.0688410096122
45.35787412671522,2309.5990974423307
23.162707903699058,689.9904840155053
17.70001299461424,440.90329840320027
21.000862698040464,583.8382348582054
-29.042907860407723,603.9295512189433
55.47639892570285,3357.6758946523983
20.920662846656683,576.5598865506939
-38.153845705304555,1117.8806423559522
-50.87380029116786,2106.937611355026
-85.74680318100644,6402.177583840721
-30.454166466573483,665.8502814869034
-97.43038520391929,8360.538644185975
